x (km),t (h),Density (veh/km),Speed (Km/h),Flow (veh/h)
466.65,9.25,14.912280701754383,91.2,1360
466.65,9.266666666666667,14.75770925110132,90.8,1340
466.65,9.283333333333333,17.679558011049725,90.5,1600
466.65,9.3,16.165803108808287,96.5,1560
466.65,9.316666666666666,16.855087358684482,97.3,1640
466.65,9.333333333333334,19.766206163655685,94.1,1860
466.65,9.35,16.386554621848738,95.2,1560
466.65,9.366666666666667,16.129032258064516,99.2,1600
466.65,9.383333333333333,17.558886509635972,93.4,1640
466.65,9.4,20.397350993377486,75.5,1540
466.65,9.416666666666666,30.3030303,46.2,1400
466.65,9.433333333333334,36.36363636363637,33,1200
466.65,9.45,40.625,25.6,1040
466.65,9.466666666666667,33.78378378378378,14.8,500
466.65,9.483333333333333,34.567901234567906,8.1,280
466.65,9.5,29.45736434108527,12.9,380
466.65,9.516666666666667,72.41379310344827,5.8,420
466.65,9.533333333333333,76,5,380
466.65,9.55,65.51724137931035,5.8,380
466.65,9.566666666666666,64,5,320
466.65,9.583333333333334,59.15492957746479,7.1,420
466.65,9.6,41.49377593360995,24.1,1000
466.65,9.616666666666667,22.479338842975206,60.5,1360
466.65,9.633333333333333,17.357512953367873,77.2,1340
466.65,9.65,14.970760233918128,85.5,1280
466.65,9.666666666666666,15.560640732265446,87.4,1360
466.65,9.683333333333334,16.780045351473927,88.2,1480
466.65,9.7,13.592233009708734,92.7,1260
466.65,9.716666666666667,13.191076624636276,103.1,1360
466.65,9.733333333333333,13.171225937183385,98.7,1300
466.65,9.75,14.673366834170857,99.5,1460
466.65,9.766666666666667,14.271356783919597,99.5,1420
466.65,9.783333333333333,15.557830092118731,97.7,1520
466.65,9.8,15.447991761071062,97.1,1500
466.65,9.816666666666666,18.757062146892654,88.5,1660
466.65,9.833333333333334,15.794871794871796,97.5,1540
466.65,9.85,14.864864864864865,103.6,1540
466.65,9.866666666666667,16.390243902439025,102.5,1680
466.65,9.883333333333333,16.793893129770993,104.8,1760
466.65,9.9,17.080436941410127,100.7,1720
466.65,9.916666666666666,10.880829015544041,115.8,1260
466.65,9.933333333333334,5.119735755573906,121.1,620
466.65,9.95,9.107806691449817,107.6,980
466.65,9.966666666666667,10.57429353,109.7,1160
466.65,9.983333333333333,13.84471468662301,106.9,1480
466.65,10,7.948243992606285,108.2,860
466.65,10.016666666666667,10,114,1140
466.65,10.033333333333333,8.059981255857544,106.7,860
466.65,10.05,8.252853380158033,113.9,940
466.65,10.066666666666666,6.404391582799634,109.3,700
466.65,10.083333333333334,8.847926267281109,108.5,960
466.65,10.1,9.816971713810316,120.2,1180
466.65,10.116666666666667,7.783955520254168,125.9,980
466.65,10.133333333333333,9.450171821,116.4,1100
466.65,10.15,13.672217353198947,114.1,1560
466.65,10.166666666666666,7.4688796680497935,120.5,900
466.65,10.183333333333334,6.929895245769541,124.1,860
466.65,10.2,6.461780929866036,126.9,820
466.65,10.216666666666667,7.462686567164179,120.6,900
466.65,10.233333333333333,8.848080133555927,119.8,1060
466.65,10.25,7.954545454545454,123.2,980
466.65,10.266666666666667,7.0032573289902285,122.8,860
466.65,10.283333333333333,10.561609388097233,119.3,1260
466.65,10.3,14.211438474870016,115.4,1640
466.65,10.316666666666666,11.37357830271216,114.3,1300
466.65,10.333333333333334,7.501995211492418,125.3,940
466.65,10.35,8.557844691,126.2,1080
466.65,10.366666666666667,11.340206185567007,116.4,1320
466.65,10.383333333333333,6.275140788415125,124.3,780
466.65,10.4,9.014514896867835,130.9,1180
466.65,10.416666666666666,11.815812337098176,115.1,1360
466.65,10.433333333333334,9.233305853,121.3,1120
466.65,10.45,7.126258714175059,129.1,920
466.65,10.466666666666667,8.244023083264633,121.3,1000
466.65,10.483333333333333,11.874469889737064,117.9,1400
466.65,10.5,7.9872204472843435,125.2,1000
466.65,10.516666666666667,10.427350427350428,117,1220
466.65,10.533333333333333,9.256198347107436,121,1120
466.65,10.55,12.456140350877195,114,1420
466.65,10.566666666666666,7.947019867549669,120.8,960
466.65,10.583333333333334,6.023166023166024,129.5,780
466.65,10.6,12.105263157894735,114,1380
466.65,10.616666666666667,15.742397137745973,111.8,1760
466.65,10.633333333333333,5.723370429252782,125.8,720
466.65,10.65,7.364975450081832,122.2,900
466.65,10.666666666666666,9.621993127147766,116.4,1120
466.65,10.683333333333334,7.454401268834259,126.1,940
466.65,10.7,8.695652173913043,105.8,920
466.65,10.716666666666667,8.592321755027424,109.4,940
466.65,10.733333333333333,8.369659982563206,114.7,960
466.65,10.75,7.925801011804385,118.6,940
466.65,10.766666666666667,9.067579127459368,116.9,1060
466.65,10.783333333333333,12.560386473429954,103.5,1300
466.65,10.8,10.698096101541251,110.3,1180
466.65,10.816666666666666,11.70018281535649,109.4,1280
466.65,10.833333333333334,8.476104598737601,110.9,940
466.65,10.85,10.09009009009009,111,1120
466.65,10.866666666666667,12.923076923076925,97.5,1260
466.65,10.883333333333333,10.973084886128364,96.6,1060
466.65,10.9,6.8241469816272975,114.3,780
466.65,10.916666666666666,10.119595216191351,108.7,1100
466.65,10.933333333333334,10.41095890410959,109.5,1140
466.65,10.95,7.986111111111112,115.2,920
466.65,10.966666666666667,9.441233140655106,103.8,980
466.65,10.983333333333333,7.5403949730700175,111.4,840
466.65,11,9.160305343511453,104.8,960
466.65,11.016666666666667,12.909441233140655,103.8,1340
466.65,11.033333333333333,7.317073170731707,106.6,780
466.65,11.05,9.201877934272302,106.5,980
466.65,11.066666666666666,9.698078683,109.3,1060
466.65,11.083333333333334,16.702355460385434,93.4,1560
466.65,11.1,9.036144578313252,99.6,900
466.65,11.116666666666667,8.064516129032258,99.2,800
466.65,11.133333333333333,13.386613386613385,100.1,1340
466.65,11.15,6.2555853440571925,111.9,700
466.65,11.166666666666666,10.163339382940107,110.2,1120
466.65,11.183333333333334,10.84220716360116,103.3,1120
466.65,11.2,10.357815442561204,106.2,1100
466.65,11.216666666666667,9.143968872,102.8,940
466.65,11.233333333333333,7.427055702917772,113.1,840
466.65,11.25,14.201183431952662,101.4,1440
466.65,11.266666666666667,9.467455621301774,101.4,960
466.65,11.283333333333333,10.15625,102.4,1040
466.65,11.3,6.523605150214593,116.5,760
466.65,11.316666666666666,8.435852373,113.8,960
466.65,11.333333333333334,8.820709491850431,104.3,920
466.65,11.35,12.343297974927676,103.7,1280
466.65,11.366666666666667,10.825199645075422,112.7,1220
466.65,11.383333333333333,7.1065989847715745,118.2,840
466.65,11.4,11.235955056179774,97.9,1100
466.65,11.416666666666666,10.891089108910892,101,1100
466.65,11.433333333333334,12.096774193548384,99.2,1200
466.65,11.45,9.116279069767442,107.5,980
466.65,11.466666666666667,7.799442896935933,107.7,840
466.65,11.483333333333333,12.287334593572778,105.8,1300
466.65,11.5,9.931840311587148,102.7,1020
466.65,11.516666666666667,13.650465356773527,96.7,1320
466.65,11.533333333333333,9.430255402750491,101.8,960
466.65,11.55,7.828518173,107.3,840
466.65,11.566666666666666,10.790697674418604,107.5,1160
466.65,11.583333333333334,10.84220716360116,103.3,1120
466.65,11.6,8.414872798434443,102.2,860
466.65,11.616666666666667,9.576427255985267,108.6,1040
466.65,11.633333333333333,8.236347358997314,111.7,920
466.65,11.65,12.6953125,102.4,1300
466.65,11.666666666666666,10.482180293501047,95.4,1000
466.65,11.683333333333334,8.518518518518519,108,920
466.65,11.7,10.761421319796954,98.5,1060
466.65,11.716666666666667,11.300448430493276,111.5,1260
466.65,11.733333333333333,13.881278538812785,109.5,1520
466.65,11.75,11.07871720116618,102.9,1140
466.65,11.766666666666667,10.566762728146012,104.1,1100
466.65,11.783333333333333,8.364312267657994,107.6,900
466.65,11.8,9.990205680705193,102.1,1020
466.65,11.816666666666666,10.1010101,108.9,1100
466.65,11.833333333333334,10.197710718002082,96.1,980
466.65,11.85,9.003831418,104.4,940
466.65,11.866666666666667,9.608540925266905,112.4,1080
466.65,11.883333333333333,13.676907829534194,100.9,1380
466.65,11.9,20.116959064327485,85.5,1720
466.65,11.916666666666666,7.142857142857142,106.4,760
466.65,11.933333333333334,9.064039408866996,101.5,920
466.65,11.95,6.451612903225807,105.4,680
466.65,11.966666666666667,8.103130755064457,108.6,880
466.65,11.983333333333333,10.088495575221241,113,1140
466.65,12,7.260726072607262,121.2,880
468.3,6,14.92537313432836,107.2,1600
468.3,6.016666666666667,22.401614530776992,99.1,2220
468.3,6.033333333333333,12.03125,128,1540
468.3,6.05,11.755485893416926,127.6,1500
468.3,6.066666666666666,15.887025595763461,113.3,1800
468.3,6.083333333333333,10.793650793650794,126,1360
468.3,6.1,13.940520446096654,107.6,1500
468.3,6.116666666666666,21.063829787234038,94,1980
468.3,6.133333333333334,13.474494706448507,103.9,1400
468.3,6.15,20.375865479723046,101.1,2060
468.3,6.166666666666667,15.008726003490402,114.6,1720
468.3,6.183333333333334,18.40843720038351,104.3,1920
468.3,6.2,13.45668629100084,118.9,1600
468.3,6.216666666666667,19.02874132804757,100.9,1920
468.3,6.233333333333333,11.482433590402742,116.7,1340
468.3,6.25,21.414141414141415,99,2120
468.3,6.266666666666667,10.987124463519313,116.5,1280
468.3,6.283333333333333,14.597156398104264,105.5,1540
468.3,6.3,19.074074074074076,108,2060
468.3,6.316666666666666,12.259194395796847,114.2,1400
468.3,6.333333333333333,15.879017013232515,105.8,1680
468.3,6.35,20.77087794432548,93.4,1940
468.3,6.366666666666666,18.30708661417323,101.6,1860
468.3,6.383333333333334,8.101667990468625,125.9,1020
468.3,6.4,19.97828447339848,92.1,1840
468.3,6.416666666666667,20.042643923240934,93.8,1880
468.3,6.433333333333334,14.792899408284025,101.4,1500
468.3,6.45,17.077798861480073,105.4,1800
468.3,6.466666666666667,14.522058823529413,108.8,1580
468.3,6.483333333333333,14.207650273224044,109.8,1560
468.3,6.5,15.137180700094607,105.7,1600
468.3,6.516666666666667,15.663801337153773,104.7,1640
468.3,6.533333333333333,18.633540372670808,96.6,1800
468.3,6.55,14.964610717896864,98.9,1480
468.3,6.566666666666666,16.126042632066728,107.9,1740
468.3,6.583333333333333,19.305856832971802,92.2,1780
468.3,6.6,13.868613138686133,109.6,1520
468.3,6.616666666666666,12.977777777777776,112.5,1460
468.3,6.633333333333334,17.472118959107807,107.6,1880
468.3,6.65,14.849624060150376,106.4,1580
468.3,6.666666666666667,16.99604743083004,101.2,1720
468.3,6.683333333333334,13.984674329501916,104.4,1460
468.3,6.7,15.92741935483871,99.2,1580
468.3,6.716666666666667,16.43835616438356,102.2,1680
468.3,6.733333333333333,8.774834437086094,120.8,1060
468.3,6.75,13.93998063891578,103.3,1440
468.3,6.766666666666667,19.7327852,97.3,1920
468.3,6.783333333333333,17.382413087934562,97.8,1700
468.3,6.8,20.546448087431692,91.5,1880
468.3,6.816666666666666,15.4,100,1540
468.3,6.833333333333333,14.313346228239846,103.4,1480
468.3,6.85,19.79522184300341,87.9,1740
468.3,6.866666666666666,17.102615694164992,99.4,1700
468.3,6.883333333333334,20.546448087431692,91.5,1880
468.3,6.9,18.39080459770115,104.4,1920
468.3,6.916666666666667,11.691762621789193,112.9,1320
468.3,6.933333333333334,13.948717948717947,97.5,1360
468.3,6.95,16.205533596837945,101.2,1640
468.3,6.966666666666667,16.350947158524427,100.3,1640
468.3,6.983333333333333,17.297297297297302,92.5,1600
468.3,7,19.54314720812183,78.8,1540
468.3,7.016666666666667,17.845484221980414,91.9,1640
468.3,7.033333333333333,16.913319238900634,94.6,1600
468.3,7.05,13.031674208144796,110.5,1440
468.3,7.066666666666666,10.450450450450449,111,1160
468.3,7.083333333333333,15.447991761071062,97.1,1500
468.3,7.1,15.086646279306828,98.1,1480
468.3,7.116666666666666,15.05617978,89,1340
468.3,7.133333333333334,17.592592592592588,86.4,1520
468.3,7.15,19.62365591397849,74.4,1460
468.3,7.166666666666667,21.65775401069519,74.8,1620
468.3,7.183333333333334,21.418636995827534,71.9,1540
468.3,7.2,17.73142112125163,76.7,1360
468.3,7.216666666666667,22.253129346314324,71.9,1600
468.3,7.233333333333333,21.614227086183313,73.1,1580
468.3,7.25,18.483412322274877,42.2,780
468.3,7.266666666666667,25.507246376811594,34.5,880
468.3,7.283333333333333,39.15343915343915,18.9,740
468.3,7.3,32.83582089552239,33.5,1100
468.3,7.316666666666666,24.50592885375494,50.6,1240
468.3,7.333333333333333,25.31645569620253,55.3,1400
468.3,7.35,29.50191570881226,52.2,1540
468.3,7.366666666666666,32.89817232,38.3,1260
468.3,7.383333333333334,31.491712707182323,36.2,1140
468.3,7.4,28.686868686868692,49.5,1420
468.3,7.416666666666667,27.944111776447105,50.1,1400
468.3,7.433333333333334,28.63070539419087,48.2,1380
468.3,7.45,31.884057971014496,48.3,1540
468.3,7.466666666666667,34.98098859315589,26.3,920
468.3,7.483333333333333,32.432432432432435,18.5,600
468.3,7.5,30.97643097643098,29.7,920
468.3,7.516666666666667,23.35216572504708,53.1,1240
468.3,7.533333333333333,25.650557620817853,53.8,1380
468.3,7.55,24.667931688804554,52.7,1300
468.3,7.566666666666666,20.231213872832374,34.6,700
468.3,7.583333333333333,26.966292134831463,44.5,1200
468.3,7.6,20.299500831946755,60.1,1220
468.3,7.616666666666666,25.473321858864022,58.1,1480
468.3,7.633333333333334,25.764192139737997,45.8,1180
468.3,7.65,29.56120092378753,43.3,1280
468.3,7.666666666666667,23.529411764705888,57.8,1360
468.3,7.683333333333334,21.88552188552189,59.4,1300
468.3,7.7,27.61506276150628,47.8,1320
468.3,7.716666666666667,33.434650455927056,32.9,1100
468.3,7.733333333333333,38.49056603773585,26.5,1020
468.3,7.75,45.21739130434783,11.5,520
468.3,7.766666666666667,43.678160919540225,17.4,760
468.3,7.783333333333333,25.221238938053087,45.2,1140
468.3,7.8,23.716814159292035,56.5,1340
468.3,7.816666666666666,21.56521739130435,57.5,1240
468.3,7.833333333333333,19.354838709677423,62,1200
468.3,7.85,23.255813953488367,64.5,1500
468.3,7.866666666666666,19.312169312169317,75.6,1460
468.3,7.883333333333334,18.104667609618105,70.7,1280
468.3,7.9,24.457593688362923,50.7,1240
468.3,7.916666666666667,25.83732057416268,41.8,1080
468.3,7.933333333333334,21.647819063004846,61.9,1340
468.3,7.95,20.689655172413797,66.7,1380
468.3,7.966666666666667,20.512820512820515,74.1,1520
468.3,7.983333333333333,20.338983050847453,70.8,1440
468.3,8,23.248407643312106,62.8,1460
468.3,8.016666666666667,26.760563380281692,28.4,760
468.3,8.033333333333333,28.90173410404624,17.3,500
468.3,8.05,26.035502958579887,33.8,880
468.3,8.066666666666666,28.742514970059883,50.1,1440
468.3,8.083333333333334,20.65573770491803,61,1260
468.3,8.1,15.629522431259046,69.1,1080
468.3,8.116666666666667,25.954198473282442,65.5,1700
468.3,8.133333333333333,16.563146997929607,48.3,800
468.3,8.15,28.834355828220854,32.6,940
468.3,8.166666666666666,23.02158273381295,27.8,640
468.3,8.183333333333334,20.57613169,48.6,1000
468.3,8.2,24.83221476510067,59.6,1480
468.3,8.216666666666667,34.41682600382409,52.3,1800
468.3,8.233333333333333,26.84124386252045,61.1,1640
468.3,8.25,18.88111888111888,57.2,1080
468.3,8.266666666666667,18.06020066889632,59.8,1080
468.3,8.283333333333333,16.43835616438356,65.7,1080
468.3,8.3,47.154471544715435,24.6,1160
468.3,8.316666666666666,50.847457627118644,17.7,900
468.3,8.333333333333334,35.46511627906977,34.4,1220
468.3,8.35,17.594254937163374,55.7,980
468.3,8.366666666666667,25.908372827804108,63.3,1640
468.3,8.383333333333333,28.40466926070039,51.4,1460
468.3,8.4,25.547445255474447,27.4,700
468.3,8.416666666666666,34.760705289672536,39.7,1380
468.3,8.433333333333334,16.528925619834713,60.5,1000
468.3,8.45,27.78730703259005,58.3,1620
468.3,8.466666666666667,14.38450899031812,72.3,1040
468.3,8.483333333333333,14.592274678111586,69.9,1020
468.3,8.5,20,61,1220
468.3,8.516666666666667,29.032258064516128,43.4,1260
468.3,8.533333333333333,38.51351351351351,29.6,1140
468.3,8.55,22.30769230769231,52,1160
468.3,8.566666666666666,18.348623853211013,54.5,1000
468.3,8.583333333333334,19.863013698630137,58.4,1160
468.3,8.6,16.770186335403725,64.4,1080
468.3,8.616666666666667,26.66666666666667,58.5,1560
468.3,8.633333333333333,20.622568093385212,51.4,1060
468.3,8.65,18.560606060606066,52.8,980
468.3,8.666666666666666,34.44444444444444,36,1240
468.3,8.683333333333334,29.82005141388175,38.9,1160
468.3,8.7,19.63636363636364,55,1080
468.3,8.716666666666667,28.675136116152448,55.1,1580
468.3,8.733333333333333,26.11806797853309,55.9,1460
468.3,8.75,27.92207792207792,61.6,1720
468.3,8.766666666666667,27.95031055900621,64.4,1800
468.3,8.783333333333333,25.180897250361795,69.1,1740
468.3,8.8,16.047548291233284,67.3,1080
468.3,8.816666666666666,20.825147347740668,50.9,1060
468.3,8.833333333333334,23.82133995037221,40.3,960
468.3,8.85,20.676691729323302,53.2,1100
468.3,8.866666666666667,17.531305903398927,55.9,980
468.3,8.883333333333333,24.590163934426233,61,1500
468.3,8.9,25.448613376835237,61.3,1560
468.3,8.916666666666666,17.71720613287905,58.7,1040
468.3,8.933333333333334,19.661016949152547,59,1160
468.3,8.95,19.43573667711599,63.8,1240
468.3,8.966666666666667,26.38888888888889,57.6,1520
468.3,8.983333333333333,20.20547945,58.4,1180
468.3,9,20.03642987249545,54.9,1100
468.3,9.016666666666667,32.95880149812734,26.7,880
468.3,9.033333333333333,38.196286472148536,37.7,1440
468.3,9.05,21.64328657314629,49.9,1080
468.3,9.066666666666666,26.817447495961233,61.9,1660
468.3,9.083333333333334,27.656477438136825,68.7,1900
468.3,9.1,26.06232294617564,70.6,1840
468.3,9.116666666666667,27.27272727272727,70.4,1920
468.3,9.133333333333333,21.83288409703504,74.2,1620
468.3,9.15,19.286657859973577,75.7,1460
468.3,9.166666666666666,18.417639429312587,77.1,1420
468.3,9.183333333333334,17.41654571843251,68.9,1200
468.3,9.2,23.69230769230769,65,1540
468.3,9.216666666666667,23.42606149341142,68.3,1600
468.3,9.233333333333333,26.00896860986547,66.9,1740
468.3,9.25,21.621621621621625,74,1600
468.3,9.266666666666667,22.543352601156073,69.2,1560
468.3,9.283333333333333,16.347381864623244,78.3,1280
468.3,9.3,20.738636363636363,70.4,1460
468.3,9.316666666666666,25.668449197860962,56.1,1440
468.3,9.333333333333334,21.69491525423729,59,1280
468.3,9.35,24.24242424242424,62.7,1520
468.3,9.366666666666667,23.232323232323232,39.6,920
468.3,9.383333333333333,50,6.8,340
468.3,9.4,44,10,440
468.3,9.416666666666666,46.66666666666666,6,280
468.3,9.433333333333334,52,5,260
468.3,9.45,85.71428571428572,6.3,540
468.3,9.466666666666667,68,5,340
468.3,9.483333333333333,35.135135135135144,22.2,780
468.3,9.5,23.00884955752212,45.2,1040
468.3,9.516666666666667,21.08626198083067,62.6,1320
468.3,9.533333333333333,16.528925619834713,72.6,1200
468.3,9.55,20.227920227920226,70.2,1420
468.3,9.566666666666666,17.237308146399055,84.7,1460
468.3,9.583333333333334,17.552533992583434,80.9,1420
468.3,9.6,16.745283018867926,84.8,1420
468.3,9.616666666666667,16.120906801007553,79.4,1280
468.3,9.633333333333333,22.65275707898659,67.1,1520
468.3,9.65,25.735294117647058,54.4,1400
468.3,9.666666666666666,18.64951768488746,62.2,1160
468.3,9.683333333333334,17.71771771771772,66.6,1180
468.3,9.7,24.271844660194176,61.8,1500
468.3,9.716666666666667,19.10994764397905,76.4,1460
468.3,9.733333333333333,17.788461538461537,83.2,1480
468.3,9.75,16.513761467889907,87.2,1440
468.3,9.766666666666667,19.647355163727962,79.4,1560
468.3,9.783333333333333,20.789473684210527,76,1580
468.3,9.8,15.698267074413865,98.1,1540
468.3,9.816666666666666,14.677103718199609,102.2,1500
468.3,9.833333333333334,15.6,100,1560
468.3,9.85,17.543859649122805,91.2,1600
468.3,9.866666666666667,16.683022571148182,101.9,1700
468.3,9.883333333333333,15.631262525050099,99.8,1560
468.3,9.9,19.189765458422176,93.8,1800
468.3,9.916666666666666,19.868995633187765,91.6,1820
468.3,9.933333333333334,10.894941634241247,102.8,1120
468.3,9.95,5.5284552845528445,123,680
468.3,9.966666666666667,9.454545454545457,110,1040
468.3,9.983333333333333,10.867492850333653,104.9,1140
468.3,10,12.897196261682243,107,1380
468.3,10.016666666666667,9.963099630996311,108.4,1080
468.3,10.033333333333333,8.477508650519031,115.6,980
468.3,10.05,7.905138339920947,101.2,800
468.3,10.066666666666666,8.988764045,106.8,960
468.3,10.083333333333334,6.6874027993779155,128.6,860
468.3,10.1,7.857142857142858,112,880
468.3,10.116666666666667,11.83206106870229,104.8,1240
468.3,10.133333333333333,7.442596991290578,126.3,940
468.3,10.15,8.946171341925703,131.9,1180
468.3,10.166666666666666,11.992619926199259,108.4,1300
468.3,10.183333333333334,9.230769231,117,1080
468.3,10.2,6.482213438735178,126.5,820
468.3,10.216666666666667,6.418672501823488,137.1,880
468.3,10.233333333333333,6.041335453100159,125.8,760
468.3,10.25,8.602150538,130.2,1120
468.3,10.266666666666667,8.461538461538463,130,1100
468.3,10.283333333333333,7.275541795665635,129.2,940
468.3,10.3,8.759124088,123.3,1080
468.3,10.316666666666666,12.341504649196956,118.3,1460
468.3,10.333333333333334,14.272474513438368,107.9,1540
468.3,10.35,7.4411541381928625,131.7,980
468.3,10.366666666666667,8.346213292117465,129.4,1080
468.3,10.383333333333333,9.577922077922077,123.2,1180
468.3,10.4,7.119741100323624,123.6,880
468.3,10.416666666666666,8.400884303610908,135.7,1140
468.3,10.433333333333334,10.281124497991968,124.5,1280
468.3,10.45,9.778456837280368,130.9,1280
468.3,10.466666666666667,6.621519939804363,132.9,880
468.3,10.483333333333333,6.874500399680255,125.1,860
468.3,10.5,15.8004158,96.2,1520
468.3,10.516666666666667,8.090614886731393,123.6,1000
468.3,10.533333333333333,12.202097235462347,104.9,1280
468.3,10.55,9.083119109,116.7,1060
468.3,10.566666666666666,12.441968430826368,107.7,1340
468.3,10.583333333333334,9.252669039145909,112.4,1040
468.3,10.6,5.0691244239631335,130.2,660
468.3,10.616666666666667,13.153153153153156,111,1460
468.3,10.633333333333333,17.230098146128682,91.7,1580
468.3,10.65,5.823754789272032,130.5,760
468.3,10.666666666666666,9.596928982725528,104.2,1000
468.3,10.683333333333334,9.708737864,103,1000
468.3,10.7,10.88139281828074,91.9,1000
468.3,10.716666666666667,6.759098786828423,115.4,780
468.3,10.733333333333333,9.689922480620154,103.2,1000
468.3,10.75,9.902740937223696,113.1,1120
468.3,10.766666666666667,6.414473684210527,121.6,780
468.3,10.783333333333333,9.411764705882351,110.5,1040
468.3,10.8,12.450592885375494,101.2,1260
468.3,10.816666666666666,12.691466083150985,91.4,1160
468.3,10.833333333333334,13.594232749742535,97.1,1320
468.3,10.85,8.955223880597012,113.9,1020
468.3,10.866666666666667,7.609594706368901,120.9,920
468.3,10.883333333333333,11.05092091007584,92.3,1020
468.3,10.9,16.5625,64,1060
468.3,10.916666666666666,14.366197183098592,71,1020
468.3,10.933333333333334,10.029498525073748,101.7,1020
468.3,10.95,11.741682974559689,102.2,1200
468.3,10.966666666666667,7.351712614870509,119.7,880
468.3,10.983333333333333,10.099009900990099,101,1020
468.3,11,6.4453125,102.4,660
468.3,11.016666666666667,12.888888888888891,90,1160
468.3,11.033333333333333,13.391877058177828,91.1,1220
468.3,11.05,13.961605584642234,57.3,800
468.3,11.066666666666666,13.351498637602177,73.4,980
468.3,11.083333333333334,10.920121334681497,98.9,1080
468.3,11.1,13.086150490730645,91.7,1200
468.3,11.116666666666667,13.461538461538463,83.2,1120
468.3,11.133333333333333,9.117361784675074,103.1,940
468.3,11.15,11.611611611611615,99.9,1160
468.3,11.166666666666666,9.342230695900858,104.9,980
468.3,11.183333333333334,6.7415730337078665,124.6,840
468.3,11.2,11.813471502590673,96.5,1140
468.3,11.216666666666667,15.546772068511196,75.9,1180
468.3,11.233333333333333,12.751677852348992,59.6,760
468.3,11.25,17.85063752276867,54.9,980
468.3,11.266666666666667,16.39751552795031,80.5,1320
468.3,11.283333333333333,12.397660818713453,85.5,1060
468.3,11.3,11.041666666666664,96,1060
468.3,11.316666666666666,6.8077276908923645,108.7,740
468.3,11.333333333333334,9.404990403071016,104.2,980
468.3,11.35,8.077260755048288,113.9,920
468.3,11.366666666666667,12.80167890870934,95.3,1220
468.3,11.383333333333333,14.915254237288135,88.5,1320
468.3,11.4,5.378973105134474,122.7,660
468.3,11.416666666666666,11.940298507462687,93.8,1120
468.3,11.433333333333334,9.554140127388537,94.2,900
468.3,11.45,16.814159292035402,90.4,1520
468.3,11.466666666666667,8.602150537634408,102.3,880
468.3,11.483333333333333,9.544468546637743,92.2,880
468.3,11.5,15.384615384615385,87.1,1340
468.3,11.516666666666667,5.955811719500481,104.1,620
468.3,11.533333333333333,19.870967741935484,77.5,1540
468.3,11.55,11.876484560570074,84.2,1000
468.3,11.566666666666666,9.927611168562565,96.7,960
468.3,11.583333333333334,9.742120343839543,104.7,1020
468.3,11.6,11.316872427983537,97.2,1100
468.3,11.616666666666667,10.185185185185183,86.4,880
468.3,11.633333333333333,13.098236775818641,79.4,1040
468.3,11.65,15.151515151515152,52.8,800
468.3,11.666666666666666,22.28116710875332,37.7,840
468.3,11.683333333333334,18.137254901960784,40.8,740
468.3,11.7,21.935483870967737,46.5,1020
468.3,11.716666666666667,20.224719101123604,53.4,1080
468.3,11.733333333333333,19.36560934891486,59.9,1160
468.3,11.75,22.641509433962263,58.3,1320
468.3,11.766666666666667,22.956521739130434,57.5,1320
468.3,11.783333333333333,23.69337979094077,57.4,1360
468.3,11.8,22.459893048128343,56.1,1260
468.3,11.816666666666666,12.86863271,74.6,960
468.3,11.833333333333334,22.22222222222223,51.3,1140
468.3,11.85,15.384615384615385,52,800
468.3,11.866666666666667,28.45528455284553,24.6,700
468.3,11.883333333333333,24.87804878048781,41,1020
468.3,11.9,26.58730158730159,50.4,1340
468.3,11.916666666666666,25,60.8,1520
468.3,11.933333333333334,22.18430034129693,58.6,1300
468.3,11.95,14.112903225806454,49.6,700
468.3,11.966666666666667,23.809523809523807,29.4,700
468.3,11.983333333333333,20.58252427184466,51.5,1060
468.3,12,14.917825537294565,79.1,1180
469.88,6,8.065843621399177,121.5,980
469.88,6.016666666666667,14.025974025974026,115.5,1620
469.88,6.033333333333333,22.396856581532422,101.8,2280
469.88,6.05,14.861235452103848,111.7,1660
469.88,6.066666666666666,11.764705882352944,119,1400
469.88,6.083333333333333,16.955332725615314,109.7,1860
469.88,6.1,12.12653778558875,113.8,1380
469.88,6.116666666666666,11.971830985915494,113.6,1360
469.88,6.133333333333334,20.172910662824208,104.1,2100
469.88,6.15,12.66294227188082,107.4,1360
469.88,6.166666666666667,22.151898734177212,94.8,2100
469.88,6.183333333333334,16.91449814126394,107.6,1820
469.88,6.2,17.407757805108798,105.7,1840
469.88,6.216666666666667,14.590747330960856,112.4,1640
469.88,6.233333333333333,18.042226487523987,104.2,1880
469.88,6.25,13.644859813084114,107,1460
469.88,6.266666666666667,19.28429423459245,100.6,1940
469.88,6.283333333333333,13.48528015194682,105.3,1420
469.88,6.3,13.688212927756656,105.2,1440
469.88,6.316666666666666,21.88755020080321,99.6,2180
469.88,6.333333333333333,12.808783165599268,109.3,1400
469.88,6.35,15.340909090909092,105.6,1620
469.88,6.366666666666666,18.434093161546084,100.9,1860
469.88,6.383333333333334,19.28205128205128,97.5,1880
469.88,6.4,10.265486725663717,113,1160
469.88,6.416666666666667,12.190812720848054,113.2,1380
469.88,6.433333333333334,21.47651006711409,89.4,1920
469.88,6.45,21.718377088305488,83.8,1820
469.88,6.466666666666667,20.191285866099893,94.1,1900
469.88,6.483333333333333,15.591915303176132,103.9,1620
469.88,6.5,14.271356783919597,99.5,1420
469.88,6.516666666666667,17.65913757700205,97.4,1720
